¨S¤H
146.0
6.0
0.0
0.0
0.0
0.0
16.492422502470642
15.297058540778355
16.1245154965971
15.132745950421556
16.0312195418814
15.033296378372908
15.0
15.0
15.0
15.033296378372908
14.035668847618199
14.035668847618199
14.035668847618199
14.035668847618199
13.038404810405298
13.038404810405298
13.038404810405298
13.038404810405298
13.038404810405298
13.038404810405298
12.041594578792296
12.041594578792296
12.041594578792296
12.041594578792296
11.045361017187261
12.0
0.0
11.0
11.045361017187261
11.045361017187261
11.045361017187261
11.045361017187261
11.045361017187261
11.180339887498949
11.180339887498949
11.40175425099138
11.40175425099138
11.40175425099138
11.40175425099138
11.40175425099138
11.704699910719626
11.704699910719626
12.083045973594572
12.083045973594572
13.0
13.0
13.416407864998739
13.416407864998739
13.416407864998739
13.416407864998739
13.416407864998739
13.892443989449804
13.892443989449804
0.0
0.0
0.0
0.0
0.0
