¦³¤H
146.0
6.0
0.0
0.0
0.0
0.0
9.219544457292887
9.219544457292887
9.219544457292887
9.433981132056603
8.602325267042627
8.94427190999916
9.433981132056603
8.54400374531753
8.54400374531753
8.54400374531753
8.54400374531753
9.486832980505138
9.486832980505138
8.54400374531753
8.54400374531753
8.94427190999916
8.246211251235321
7.280109889280518
8.54400374531753
8.54400374531753
9.486832980505138
8.54400374531753
8.246211251235321
8.54400374531753
8.54400374531753
7.615773105863909
0.0
8.94427190999916
8.94427190999916
8.94427190999916
8.06225774829855
9.848857801796104
8.94427190999916
8.94427190999916
8.94427190999916
9.433981132056603
9.433981132056603
10.295630140987
9.433981132056603
10.816653826391969
10.0
10.0
10.0
11.40175425099138
10.816653826391969
10.816653826391969
10.816653826391969
11.661903789690601
11.661903789690601
11.661903789690601
12.206555615733702
12.206555615733702
12.206555615733702
0.0
0.0
0.0
0.0
0.0
