index#1:,index#2:,index#3:,index#4:,index#5:,index#6:,index#7:,index#8:,index#9:,index#10:,index#11:,index#12:,index#13:,index#14:,index#15:,index#16:,index#17:,index#18:,index#19:,index#20:,index#21:,index#22:,index#23:,index#24:,index#25:,index#26:,index#27:,index#28:,index#29:,index#30:,index#31:,index#32:,index#33:,index#34:,index#35:,index#36:,index#37:,index#38:,index#39:,index#40:,index#41:,index#42:,index#43:,index#44:,index#45:,index#46:,index#47:,index#48:,index#49:,index#50:,index#51:,index#52:,index#53:,index#54:,index#55:,index#56:,index#57:,index#58:,index#59:,index#60:,index#61:,index#62:,index#63:,index#64:
26.476,26.173,27.074,27.019,27,26.019,26.077,26.173,25.179,24.331,23.345,22.561,22.361,21.378,20.396,20.396,18.439,18.439,17.263,17.263,16.125,16.031,16.031,16,15,15.033,14.142,14.318,14.56,13.928,13.601,13.928,13.928,13.416,14.318,14.765,14.422,14.422,14.422,15,15,14.213,15.62,14.866,14.213,14.866,15.556,14.142,14.866,15.62,15.556,15.62,0,0,0,0,0,0,0,0,0,0,0,0
31.016,31.145,30.15,31.401,30.594,30.806,29.12,29.411,28.792,27.514,26.571,25.632,25.632,24.698,23.77,22.472,22.472,21.19,21.19,19.925,19.647,18.682,18.439,17.263,17.117,17.117,16,16.031,16.031,16.125,16.279,16.492,16.492,16.763,16.763,17.088,17.464,16.553,17,17,17,17.493,16.643,17.493,17.205,17.493,17.205,17.804,17.804,17.692,17.029,17.029,0,0,0,0,0,0,0,0,0,0,0,0
29.833,30.364,29.732,30.083,29.547,29.967,28.653,28.653,27.785,26.926,26.926,25.239,24.698,23.854,23.022,22.204,21.633,20.248,19.723,19.723,18.358,17.889,17.889,17.088,17.088,16.763,15.524,15.297,15.133,15.133,16.031,15,15.033,15.033,15.033,15.133,16.125,16.279,16.492,16.492,15.524,15.811,16.155,16.155,16.155,16.155,16.155,15.652,15.652,15.652,16.125,16.125,0,0,0,0,0,0,0,0,0,0,0,0
26.401,26.249,26.907,25.456,26.907,26.249,25.612,25.807,25,23.854,23.854,23.324,21.095,21.095,20.248,20.248,18.868,18.358,18.028,17.205,17.205,16.401,16.401,15.556,14.142,14.142,14.213,13.601,13.892,13.892,14.765,14.765,13.928,14.318,13.601,14.866,14.56,15.524,14.318,14.318,15.297,15.133,15.133,15.133,15.133,15.033,15.033,15.033,16.031,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0
31.321,35.511,32.062,30.414,30,30.067,31.016,29.069,29.155,28.071,28.071,26.077,25.08,25.02,25.08,23.087,21.095,22.023,21,20,20.025,19.026,18.028,18.248,17.464,17.464,16.763,16.155,16.553,15.652,16.125,16.125,17.205,17.205,16.971,17.029,17.692,17.692,16.971,17.692,17.029,17.804,17.205,17.205,17.205,18.028,16.643,17,17,17.889,17.464,17.464,0,0,0,0,0,0,0,0,0,0,0,0
27.785,28.018,27.203,27.019,27.019,26.907,26.87,25.456,25.495,24.759,23.431,22.804,22.023,22.023,21.26,19.849,19.849,19.105,18.385,17.692,17.692,16.279,15.62,15,15,15.264,14.318,14.318,13.928,14.56,14.56,14.318,14.318,14.142,15.133,15.033,15.033,15,15,15,15.033,16.031,15.133,16.125,14.142,15.297,15.297,15.297,15.297,15.811,15.524,15.524,0,0,0,0,0,0,0,0,0,0,0,0
31.064,31.765,30.414,31.78,30.463,31.953,30.364,30.083,28.862,27.893,27.659,26.476,25.71,24.515,24.515,22.561,22.561,20.616,21.587,20.616,19.925,18.974,18.028,18.385,17.464,17.889,16.643,15.811,16.401,16.401,16.279,17.029,16.971,16.279,18.439,15,17.493,17.205,16.643,16.643,16.643,17.493,16.125,17.493,17.464,17,17.464,17.464,17.464,17.088,17.088,18.028,0,0,0,0,0,0,0,0,0,0,0,0
25.02,27,25,26.077,25.179,24.331,24.331,24.515,23.537,21.587,21.84,20.881,20.881,19.925,18.682,17.72,17.72,16.492,16.492,16.492,15.297,15.297,15.133,15.033,14.036,14.036,14.036,13.038,13.153,13.342,13.342,13.601,13.601,13.928,13,13.928,13.416,13.416,13.416,13.892,13.892,13.892,13.601,14.422,13.601,13.601,14.213,14.213,14.213,14.213,14.213,14.213,0,0,0,0,0,0,0,0,0,0,0,0
29.614,30.083,29.411,30.083,29.155,29.547,28.178,28.653,27.785,26.42,26.077,24.698,23.854,23.854,23.022,21.633,20.809,20.248,19.723,18.868,18.358,17,17.464,17.088,16.155,15.811,15.524,15.297,15.133,15.033,15,15,15,15.033,16.031,15.133,16.279,16.492,16.492,16.492,16.492,16.763,15.811,15.811,16.155,16.155,16.155,15.652,16.553,15.652,16.125,16.125,0,0,0,0,0,0,0,0,0,0,0,0
30.083,24.042,31.305,27.313,30.414,26.401,27.803,26.627,26.627,26.401,24.839,24.839,24.083,22.672,21.932,22.023,20.518,19.849,18.439,19.209,17.804,16.401,17.205,15.811,16.125,15.652,15.232,14.866,14.56,14.56,13.342,14.318,15.297,15.133,15.033,16.031,15.033,16.031,15,16.031,16.031,16.031,16.031,16.125,16.031,16.125,16.125,16.279,16.279,15.297,16.279,15.297,0,0,0,0,0,0,0,0,0,0,0,0
23.345,24.187,23.087,24.021,23,24.021,23.022,23.087,22.204,21.213,20.224,20.396,19.235,19.416,18.248,17.263,17.464,16.279,16.125,15.133,15.033,14.142,14,14,13.038,13.038,12.166,12.369,12.369,11.402,11.705,12.083,12.083,11.662,11.662,11.662,12.53,12.207,12.207,12.806,12.207,12.806,12.042,12.728,12.728,12.728,12.042,12.042,12.042,12.042,12.806,12.806,0,0,0,0,0,0,0,0,0,0,0,0
30.463,31.305,30.017,30.529,29.682,30.806,29.411,29.206,27.659,27.659,27.586,26.173,24.759,24.042,23.345,23.345,21.932,21.213,20.518,20,18.601,17.804,18.868,17.205,16.643,17,16.553,16.155,15.811,15.811,16.492,16.279,16.125,16.125,16.031,17.029,17.029,17,17,17.029,17,17.029,17.117,17.117,17.117,17.117,17.263,17.263,17.263,17.464,17.464,17.464,0,0,0,0,0,0,0,0,0,0,0,0
28.636,29.12,30.676,31.953,28.636,27.731,28.178,30.017,25.554,25.554,25.554,26.077,24.698,23.854,23.022,22.472,21.633,20.248,21.095,19.723,18.358,17,17.889,17.464,17.088,16.763,15.524,15.524,16.125,14.142,15.033,16,15,15,16.031,15.133,16.279,16.279,15.524,16.279,15.297,16.492,15.524,15.811,16.763,15.811,16.155,15.232,16.553,15.652,15.652,15.652,0,0,0,0,0,0,0,0,0,0,0,0
31.575,32.985,32.016,32.28,31.953,31.385,30.871,31.305,29.53,29.069,28.653,27.785,26.42,25.554,25.06,24.187,22.825,22.825,22.361,21.024,21.024,19.698,19.698,19.313,18.682,18.682,17.464,17.117,17.117,17,17,18.028,17.029,17.117,17.117,17.263,17.464,17.464,17.72,17.72,17.72,18.028,17.088,17.088,17.464,17.464,17.464,16.553,17.889,17.493,17.493,17.493,0,0,0,0,0,0,0,0,0,0,0,0
27.893,27.459,27.295,27.166,27.074,27.019,27,26.019,25.08,24.021,24.083,23.087,23.087,22.204,21.095,20.224,20.1,18.111,18.028,17.029,18,17,16.031,16.125,16.031,15.133,15.297,13.342,14.56,14.866,15.232,14.318,14.765,15.264,14.765,15.264,15.264,15.811,15.811,15,15,16.279,14.866,15.556,14.866,15.62,15.556,15.556,16.279,15.62,15.62,15.62,0,0,0,0,0,0,0,0,0,0,0,0
25.08,24.187,25.318,23.345,24.515,23.77,23.087,23.087,22.472,22.472,21.541,20.616,20.616,19.698,18.385,18.385,17.088,17.088,16.155,15.811,14.866,15.297,14.318,14.142,13.153,13.038,13,13.038,12.042,13.038,12.166,14.318,13.342,13.601,12.369,13,13.928,13.928,13.416,14.318,14.318,13.416,13.416,13.416,13.892,12.53,14.422,14.213,15.264,13.601,13.038,14.213,0,0,0,0,0,0,0,0,0,0,0,0
30.232,31.401,33.601,29.732,29,27.659,29.069,28.425,28.425,26.401,26.401,25,25.239,23.601,22.804,22.672,21.401,20.518,19.698,19.209,18.385,15.264,16.279,16.279,16.279,17.205,16.125,15.652,15.232,16.155,16.763,15.811,16.492,16.279,16.279,16.279,16.125,17.029,16.031,17.029,17,17,17.029,17.029,16.125,17.117,17.117,17.263,17.263,17.263,17.263,16.279,0,0,0,0,0,0,0,0,0,0,0,0
31.064,30.61,31.145,28.601,30.414,26.173,28.425,28.601,26.249,27.803,26.401,25.239,25.239,23.022,21.633,21.633,20.809,20.248,18.601,18.601,18.601,18.439,17.029,16.971,16.279,16.279,15,15.811,15.264,14.765,15.652,15.232,15.232,14.866,15.811,15.811,15.524,16.492,16.279,16.279,16.125,16.125,16.125,16.125,16.125,16.031,16.031,16,16,16,16.031,16,0,0,0,0,0,0,0,0,0,0,0,0
30.61,30.806,31.064,30.529,30.887,30.414,29.547,29.155,29.155,27.857,27.514,26.571,25.632,24.352,23.087,23.087,21.84,21.19,20.248,20.616,20.616,19.698,18.385,18.358,17.493,17.493,17.205,16.401,16.279,16.279,16.279,16.279,17.029,16.401,17.205,17.205,17.493,17,17,17,17,17.889,17,17.464,17.088,16.155,17.088,18.028,17.088,17.72,17.72,17.72,0,0,0,0,0,0,0,0,0,0,0,0
29.069,30.017,32.202,32.802,29.069,32.558,29.732,29.698,30.414,26.907,27.586,26.907,25.495,25.495,25.495,21.932,22.672,21.213,21.213,20.518,20.518,19.105,18.439,18.028,17.205,17.493,17,15.652,17.088,15.811,16.763,16.492,16.279,16.279,17.117,17.029,17.029,18,17,17.117,17.029,17.029,16.279,16.031,17.263,18.248,16.279,17.263,16.492,16.492,16.763,17.72,0,0,0,0,0,0,0,0,0,0,0,0
31.016,31.016,31.064,30.15,30.265,30.414,29.614,28.862,27.893,26.926,27.203,26.249,25.298,24.042,24.042,22.136,22.136,20.881,20.616,19.647,19.416,19.235,18.248,18.111,17.117,17.029,17,16.031,16.125,16.279,16.279,16.492,16.763,16.763,17.088,17.088,17.464,16.553,16.553,17,17.889,17.493,16.643,17.493,17.205,18.028,18.028,17.804,17.804,17.692,17.205,16.279,0,0,0,0,0,0,0,0,0,0,0,0
30.414,31.78,30.463,31.016,29.732,31.048,29.833,29.428,28.443,27.295,27.295,26.173,25.179,24.187,24.187,22.204,22.204,20.224,20.224,19.416,19.235,18.439,18.439,18.028,17.088,17.088,16.553,16.125,16.643,15.811,16.401,16.401,16.401,16.279,16.279,16.971,16.279,17.029,17.029,17.205,17.205,17.205,17.205,17.205,16.125,16.643,17.493,16.553,17,17.464,17.464,16.553,0,0,0,0,0,0,0,0,0,0,0,0
29.53,30.871,29.547,30.083,29.411,30.364,29.12,29.614,27.459,27.459,26.476,26.476,24.331,24.331,24.187,23.195,22.361,21.378,20.396,19.416,19.416,18.682,17.72,17.088,16.553,16.155,16.125,15.264,15.62,15,15.62,15.62,15.556,14.866,15,16.401,16.401,15.811,16.125,15.264,15.811,16.125,15.652,15.652,15.652,15.652,16.553,15.232,15.811,15.524,16.492,15.811,0,0,0,0,0,0,0,0,0,0,0,0
27.203,27.857,26,25.495,27.731,28.178,26.077,23.854,25.807,24.413,23.601,22.804,21.401,20.809,20,19.416,18.601,18.028,16.643,16.643,15.264,15.264,15.652,14.866,13.928,13.928,14.318,14.142,13.038,14,13,13.038,14.036,13.153,13.342,14.142,14.318,14.56,13.928,14.866,14.866,13.928,14.318,14.318,14.318,14.765,14.765,14.422,14.765,14.422,14.422,15,0,0,0,0,0,0,0,0,0,0,0,0
29,29.732,29.069,29.206,28.601,28.844,28.302,28.302,27.785,26.42,25.495,24.597,24.166,23.259,22.361,21.024,20.125,20.125,19.235,18.868,18.028,18.028,17.205,16.401,16.401,15.62,15.62,15,15,13.892,14.765,14.765,15.232,15.232,14.866,14.866,16.155,15.524,15.297,16.279,15.133,15.133,16.125,16.125,16.031,16.031,15,16,16,16,16.031,16.031,0,0,0,0,0,0,0,0,0,0,0,0
30.364,31.016,30.463,31.78,30.414,30.887,29.682,29.682,28.601,28.018,27.459,26.627,25.807,25.807,24.207,23.601,22.204,20.809,20.809,20.248,18.868,18.868,18.358,17.464,17.464,17.088,16.763,15.524,16.279,16.279,16.125,16.031,16.031,16,17,16.031,17.117,17.117,17.263,17.464,17.263,17.464,16.763,16.492,17.72,17.72,17.088,16.763,16.155,16.553,16.553,17.464,0,0,0,0,0,0,0,0,0,0,0,0
24.698,24.352,25,25,24.515,23.345,24.187,23.087,23.087,22.091,21.024,21.024,20.025,19.026,19.026,19.026,18.028,17.029,16.125,16.125,15.133,15.133,14.318,13.601,13.601,13.601,13,13.416,11.662,13.038,12.207,11.402,12.207,12.042,12.728,12.728,12.728,12.806,13.038,12.806,13.601,13.601,13.038,13.038,13.892,13.038,12.53,13.416,13.416,13,13,13.416,0,0,0,0,0,0,0,0,0,0,0,0
30.083,31.016,30.364,30.083,30.806,30.594,29.275,29.155,28.16,28.16,27.074,26.019,25.02,24.021,24.083,22.091,22.091,21.095,20.224,20.224,19.235,18.439,18.439,17.72,16.763,17.088,16.553,15.652,16.643,15.811,15.811,15.62,15.62,17.692,16.279,17.692,18.439,17.029,15.811,17.029,18.028,17.493,17.493,18.868,17.493,17.493,16.553,17.889,17.889,18.385,17.464,17.464,0,0,0,0,0,0,0,0,0,0,0,0
30.463,31.385,29.411,30.676,30.806,30.414,30.594,28.16,27.166,27.166,26.077,26.077,25.02,24.083,22.091,22.023,21.024,20.224,20.224,19.235,18.248,18.439,17.464,16.492,16.763,15.811,15.652,15.652,15.264,15.811,16.401,15.62,16.279,15.556,16.971,16.971,16.279,17.029,16.401,17.205,17.205,17.205,16.643,17.493,17,17,17.889,16.553,16.553,17.464,17.464,16.553,0,0,0,0,0,0,0,0,0,0,0,0
25.71,26.476,26.306,26.077,26.019,26.019,25.02,25.08,24.083,23.087,23.087,22.091,21.213,20.1,20.224,19.105,18.111,17.117,17.029,17.029,16.031,16,15,15.033,14.142,14.142,13.342,12.649,13,13,13.416,13.416,13.892,13.038,13.038,13.601,14.213,14.213,14.142,14.866,14.142,14.866,13.454,14.866,14.142,14.213,15.62,15,15,15.264,15.264,15.264,0,0,0,0,0,0,0,0,0,0,0,0
29,29.732,29.069,29.206,29.206,28.844,28.844,27.785,27.785,26.42,25.495,24.597,24.166,23.259,22.361,21.932,21.024,20.125,19.235,18.868,17.493,18.028,17.205,16.401,15.62,15.62,14.866,14.866,15,14.422,14.765,14.765,14.318,15.232,14.866,14.866,14.866,15.524,15.524,15.297,16.279,16.279,16.125,16.031,16.031,16.031,16.031,16,16,16,16,16.031,0,0,0,0,0,0,0,0,0,0,0,0
28.601,28.844,28.653,32.45,31.906,29.53,28.636,28.636,26.926,26.926,25.298,25,24.042,24.042,22.804,21.84,20.881,19.925,18.974,19.313,18.028,17.464,17.464,16.553,15.652,16.125,15,15,14.866,14.866,14.866,14.866,14.213,15,15.811,15,15.811,15.811,15.264,16.125,15.652,16.125,15.652,16.553,15.232,16.155,17.088,15.811,16.155,16.155,15.811,15.811,0,0,0,0,0,0,0,0,0,0,0,0
31.016,31.385,31.78,31.305,30.887,30.529,29.682,29.411,28.601,27.803,27.803,26.249,26.249,24.839,24.083,23.431,22.672,22.023,21.401,20.809,19.416,19.416,18.868,18.358,17,17.889,17.088,15.811,15.811,15.524,16.279,16.279,16.125,16.031,16.031,17,17.029,17,17.117,17.117,17.117,17.117,16.279,17.263,17.263,17.464,16.763,16.492,16.492,16.763,17.72,16.763,0,0,0,0,0,0,0,0,0,0,0,0
30.083,30.083,29.614,29.428,29.275,29.069,29.155,29.017,28.018,27,27.074,25.02,25.08,24.021,23.022,23.022,21.024,21,20,19,18.028,18.028,18.111,17.263,17.117,16.279,15.811,15.232,15.232,15.652,15.264,16.643,15.811,15.811,15,16.401,16.279,16.279,16.971,16.971,16.279,16.279,17.029,17.029,15.811,16.401,16.401,16.643,17.205,16.643,16.643,16.125,0,0,0,0,0,0,0,0,0,0,0,0
29.275,28.443,28.636,28.862,28.46,28.46,28.231,27.313,27.731,26.401,25.495,24.597,23.707,22.825,22.825,21.954,20.591,20.591,19.235,18.788,18.385,17.464,17.088,15.811,16.492,15.524,15.133,15.133,15.033,14,14.036,14.036,15.133,15.133,14.142,15.297,14.56,15.811,14.866,15.811,15.811,15.232,15.232,14.765,15.652,14.765,15.652,15.264,15.264,15.264,14.422,15,0,0,0,0,0,0,0,0,0,0,0,0
24.207,23.854,24.698,24.187,23.707,23.259,22.847,23.409,22.136,22.136,21.19,20.881,19.925,18.974,18.682,17.72,16.763,16.763,16.155,15.811,14.866,14.318,14.318,13.892,13.892,13.038,12.207,12.042,12.042,12.728,12.042,12.042,12.042,12.207,13.038,13.038,12.53,13.416,13,13,13,13,12.649,12.649,12.649,12.649,12.649,12.649,12.369,12.166,12.166,13.153,0,0,0,0,0,0,0,0,0,0,0,0
30.15,30.414,29.614,29.833,28.862,29.411,28.792,28.231,27.313,26.401,25.942,25.06,23.707,23.707,22.361,21.471,21.024,19.698,19.698,18.788,18.385,18.028,17.088,16.492,16.492,16.279,15.133,15,15,15.033,15.133,15.133,15.297,15.524,15.524,15.524,15.811,15.811,16.155,16.553,16.553,17,16.125,17,16.125,16.125,16.643,15.811,16.643,16.401,16.643,16.401,0,0,0,0,0,0,0,0,0,0,0,0
30.232,31.385,30.017,30.871,30.463,31.016,29.411,29.411,28.862,28.16,26.926,25.962,24.739,24.739,23.537,22.561,22.561,20.616,20.616,19.647,19.647,17.72,18.028,17.889,16.553,17,16.643,15,15.62,15,14.866,15.556,15.556,15.62,15.62,15,16.401,16.643,16.125,17,16.125,17,16.553,16.553,17.889,16.553,16.155,15.811,16.155,15.524,16.763,15.811,0,0,0,0,0,0,0,0,0,0,0,0
28.862,29.732,28.792,30.463,29.069,29.53,28.653,28.302,26.627,26.627,25.807,24.413,23.601,23.022,22.804,22.204,20.809,19.416,18.868,18.868,18.028,17.493,17,16.155,16.155,15.811,15.524,14.318,15.133,15.033,15.033,15.033,15.033,15.033,16.279,16.031,15.133,16.279,15.524,16.492,16.492,15.811,15.811,16.155,15.811,15.811,17.088,16.553,16.553,17,17,16.125,0,0,0,0,0,0,0,0,0,0,0,0
29.732,31.321,30.083,30.806,30.594,31.401,29.275,29.155,28.071,27.074,27.019,26.019,26.019,25,24,23.022,22.023,21.024,21.024,19.105,19.105,18.111,17.263,17.464,16.492,16.763,16.155,15.652,15.652,14.765,15.811,15,15.62,15.62,16.279,15.556,15.556,16.279,16.401,17.205,16.401,16.401,15.811,16.643,16.643,16.643,17,16.125,16.553,16.155,16.553,16.553,0,0,0,0,0,0,0,0,0,0,0,0
27.074,27.166,27.459,26.683,25.962,26.249,25.298,25.08,23.77,24.166,23.259,21.932,21.932,21.024,20.125,18.788,18.788,17.464,17.464,17.464,16.155,15.811,15.524,15.297,14.318,14.142,13.038,13,13.038,13.038,13.153,13.153,13.342,13.342,13.601,13.601,13.928,14.318,14.318,14.318,14.318,14.765,14.765,15.264,14.765,15.264,14.422,14.422,15,14.213,14.866,14.213,0,0,0,0,0,0,0,0,0,0,0,0
29.411,29.682,29.155,29.53,28.636,29.547,28.231,26.926,26.571,27.203,26.249,25,24.042,22.804,22.804,21.84,20.616,18.974,18.974,19.313,18.385,17.464,17,16.125,16.643,15.264,15.62,14.866,15.556,14.866,15.62,15.811,15.811,15.264,15.264,16.125,15.652,16.553,16.553,16.155,16.155,16.155,16.763,16.763,16.492,16.492,17.464,17.263,16.279,17.263,17.263,16.125,0,0,0,0,0,0,0,0,0,0,0,0
28.46,30.083,29.547,29.547,28.653,30.414,28.018,28.844,28.018,27.203,25.612,25,25,22.804,22.804,22.804,20.809,20.616,19.416,18.601,18.028,17.493,17.493,16.553,16.155,16.155,14.56,15.524,15.297,14.142,14.036,15.033,15,15,16,15,15.133,16.279,15.297,16.492,15.297,16.492,14.866,15.811,15.811,15.811,16.155,15.652,15.232,15.652,15.652,15.652,0,0,0,0,0,0,0,0,0,0,0,0
28.071,28.16,28.284,27.459,26.683,26.926,26.926,26.249,25.632,24.698,24.698,22.847,22.847,21.932,21.932,20.616,20.616,18.385,18.974,18.028,17.088,16.763,16.763,15.524,15.297,15.133,15.033,14.036,14,14.036,14.036,14.142,14.142,14.318,14.318,14.56,14.56,14.56,14.866,15.232,14.866,15.232,14.318,14.765,14.765,14.765,15.264,14.765,15.264,14.422,15.264,14.422,0,0,0,0,0,0,0,0,0,0,0,0
26.077,26.173,27.459,26.476,25.71,26.249,25,25.632,24.352,24.698,23.77,22.847,21.541,21.024,19.698,19.698,18.385,18.385,17.088,16.763,15.811,15.524,15.524,14.318,14.318,14.036,13,14,13.038,13.153,13.153,13.342,13.342,12.649,13.928,13.928,13,13.416,13.416,13.892,14.422,13.892,13.601,13.601,13.601,13.601,14.213,13.454,13.454,14.142,14.142,14.142,0,0,0,0,0,0,0,0,0,0,0,0
27.659,26.87,26.907,26.249,25.612,25.807,25.807,26.077,25.554,24.698,24.187,22.825,21.471,20.591,20.591,19.723,18.868,18.868,18.028,17.205,17.205,16.401,15.62,14.866,14.142,14.866,13.601,13.601,13.892,13.892,14.318,14.318,13.928,14.866,13.601,14.56,14.56,14.318,15.133,15.133,15.133,15.033,15.033,15.033,15,15,15,15.033,15.033,15.133,15.033,15.033,0,0,0,0,0,0,0,0,0,0,0,0
30.414,31.145,29.833,30.61,30,30.232,29.682,28.653,28.653,27.295,26.833,25.495,24.597,24.597,23.259,23.259,21.471,20.591,20.591,19.723,18.868,18.868,18.028,17.205,16.401,17.029,15.556,15.62,15,15,15.264,15.264,15.652,15.652,15.652,15.232,15.811,15.811,15.811,16.492,16.763,16.492,16.279,16.279,17.263,16.279,16.125,16.031,16.031,16.031,16.031,16.031,0,0,0,0,0,0,0,0,0,0,0,0
27.313,27.313,26.571,27.514,26.926,26.926,25.71,25.495,25.318,24.331,24.187,23.087,22.204,21.095,21.213,20.1,19.105,18.248,18.248,17.464,16.492,16.492,15.811,15.811,14.866,15.232,14.765,13.892,14.422,13.601,14.213,14.142,14.142,14.866,14.866,14.213,14.213,15,15,14.422,14.422,15.264,15.264,15.264,14.765,15.652,15.232,15.232,15.232,15.232,15.232,14.866,0,0,0,0,0,0,0,0,0,0,0,0
25,25.942,27.295,26.926,26,25.08,26.926,25.962,24.352,24.042,24.042,21.84,21.84,20.616,20.881,19.647,18.682,17.72,17.72,16.763,15.811,16.155,15.232,14.765,14.765,14.765,13.601,14.213,13.454,13.454,14.213,14.213,14.213,14.422,13.601,14.422,14.318,14.765,14.318,14.318,14.318,15.232,14.866,14.866,14.866,14.866,14.866,14.56,15.524,15.297,15.297,14.318,0,0,0,0,0,0,0,0,0,0,0,0
26.476,27.295,26.173,27.074,26.019,26,25.02,25.02,25.08,23.195,23.195,22.204,21.213,21.213,20.224,19.105,19.105,18.111,17.029,17.029,16,16,15.033,15.133,14.142,15.133,13.601,13.928,13,13.416,13.892,13.892,14.422,14.422,14.213,14.213,14.213,14.142,14.142,14.866,14.866,14.866,14.213,15,14.213,14.422,15.264,14.765,14.422,15.264,15.652,16.125,0,0,0,0,0,0,0,0,0,0,0,0
29.411,29.833,29.069,29.732,29,29,28.425,28.425,27.803,26.401,25.239,24.413,24.413,23.022,22.472,21.633,20.809,20.809,18.601,18.601,17.804,17.692,17.029,16.971,16.279,17.029,15,15.264,15.264,14.765,14.866,14.866,14.866,14.56,14.56,15.297,15.297,16.279,15.133,16.031,16.031,16.125,16,16,16,16,16.031,16.031,16.031,16.125,16.125,16.125,0,0,0,0,0,0,0,0,0,0,0,0
26,28.178,27.295,26.926,28.018,27.203,25.807,26.401,24.839,24.839,24.759,24.042,22.627,22.627,20.518,19.849,19.105,19.105,18.439,17.804,17.205,16.401,16.643,15.264,15.811,15.264,15.232,14.866,13.601,14.318,15.297,14.318,14.142,14.036,15.033,14.036,15,15,15.033,14.142,15.133,15.133,15.133,15.133,14.318,15.297,15.297,14.56,14.56,14.56,14.56,14.56,0,0,0,0,0,0,0,0,0,0,0,0
23.77,23.77,23.77,24.597,22.825,23.324,23.324,22.204,21.401,22.204,21.401,19.209,19.209,18.601,18.439,17.804,17.029,15,16.125,14.422,15.264,13.892,14.318,14.318,13,13,12.649,12.369,12.166,12.166,12.042,13.038,12.042,13,13.038,13.038,13.038,14.142,13.153,13.342,13.342,14.318,13.342,13.601,13.601,13.601,13.601,13.928,13.928,14.318,13.928,13.928,0,0,0,0,0,0,0,0,0,0,0,0
29.614,29.833,30.083,29.411,29.732,29.155,28.231,29.069,27.295,26.42,26.42,25.554,25.554,23.324,23.324,22.825,21.954,21.471,20.125,20.125,18.788,18.385,18.028,17.088,16.763,16.492,16.125,15.133,16.031,16.031,16.031,16.031,16.125,15.297,16.125,15.811,16.763,16.763,15.811,16.155,17.088,16.155,16.155,16.553,16.553,16.553,16.125,16.125,16.125,15.811,16.643,16.643,0,0,0,0,0,0,0,0,0,0,0,0
29.069,30.265,29.428,29.614,29.833,28.16,28.46,27.857,27.313,27.313,26.401,24.597,24.597,24.166,22.361,22.361,21.024,20.616,19.698,18.385,18.385,17.088,18.028,16.492,16.492,16.279,15.133,15.033,15,15.033,15.033,14.142,15.133,15.297,15.297,15.524,15.811,15.811,15.232,16.155,16.155,15.652,16.125,15.652,15.652,15.652,15.264,15.264,15.811,15,15.811,15,0,0,0,0,0,0,0,0,0,0,0,0
31.113,27.659,29.206,30.232,30.232,29.155,27.785,28.178,26.833,26.833,26.401,25.08,24.166,22.847,22.847,21.541,20.616,19.698,19.698,19.235,17.889,17.493,16.125,16.401,15,15.62,15.556,14.866,15.62,15,14.422,14.422,14.765,14.765,15.652,15.232,15.232,16.155,15.811,15.811,15.811,15.524,15.524,16.492,15.524,16.279,16.279,15.133,16.125,16.031,16.031,16.031,0,0,0,0,0,0,0,0,0,0,0,0
30.48,31.828,30.414,31.145,29.833,30.61,29.411,29.682,28.302,26.926,27.295,26.42,25.06,25.06,25.06,22.361,22.825,20.591,21.095,19.723,19.416,19.416,18.601,17.804,17.029,17.692,16.971,16.279,16.401,15.811,16.643,16.125,17,16.553,16.553,16.553,16.155,17.088,16.763,17.72,16.763,17.72,16.492,17.464,17.263,16.279,17.263,17.263,16.125,17.117,17.117,17.117,0,0,0,0,0,0,0,0,0,0,0,0
29.833,30.414,29.275,30.15,29.069,30.017,28,28.018,27.074,26.077,26.173,25.179,25.08,23.195,23.195,22.091,21.095,20.025,20.025,19.026,18,18.028,18.028,17.117,16.279,16.279,15.524,14.866,15.652,15.232,16.125,15.652,15.264,15.811,15.811,16.401,16.279,16.279,16.971,16.279,16.971,16.279,17.029,17.804,17.029,17.205,16.401,16.643,16.643,17.493,16.125,16.643,0,0,0,0,0,0,0,0,0,0,0,0
29.53,29.53,25.239,29.069,26.907,29.833,28.32,29,26.87,26.87,26.173,24.759,24.083,23.431,22.672,21.26,21.26,19.849,19.849,18.385,18.385,17.692,17.029,16.401,15.811,15.264,16.125,14.318,15.232,14.866,14.866,15.811,15.524,15.297,15.297,15.133,16.031,16.031,16.031,16,16,16.031,16.031,16.031,17.029,16.125,16.125,16.031,16.279,16.279,16.279,16.492,0,0,0,0,0,0,0,0,0,0,0,0
29.411,29.732,29.155,28.636,29.069,28.653,27.785,27.459,26.077,25.807,25,24.207,24.207,22.804,21.401,21.401,20.616,20,19.416,18.868,17.493,17,17,16.553,15.232,16.155,14.866,14.318,14.142,15.133,15.033,15,15,15.033,15.033,15.133,16.125,16.279,15.297,16.492,15.524,16.763,15.811,16.763,15.811,16.155,16.155,15.652,16.553,16.553,15.652,15.652,0,0,0,0,0,0,0,0,0,0,0,0
